Conglomerado,Anio,Fecha_cgl,Estado,Municipio,Formato,Tipo_cgl_estandar,Monitoreo,Muestreado,Cubierta_Vegetal,Tenencia,Altitud,Pendiete_promedio,Fisiografia,Exposicion,Veg_prim_levantada,Veg_sec_levanatda,Sitios_x_cgl,Sitio_1,Sitio_2,Sitio_3,Sitio_4,X,Y
75705,2010,26/04/2010,Oaxaca,Santiago Ixtayutla,Bosque,Inicial,No,1,Si,Comunal,1250,70,Lomerio,Este,BPQ,VSA,2,1,0,0,1,-97.84363856,16.56111111
66732,2010,19/08/2010,Oaxaca,San Miguel Soyaltepec,Selva,Inicial,No,1,Si,Ejidal,100,10,Planicie,Zenital,SAP,VSA,4,1,1,1,1,-96.36833267,18.32083267
70723,2010,17/09/2010,Oaxaca,Silacayoápam,Selva,Inicial,No,1,Si,Comunal,2260,50,Barranca,Norte,SBC,VSaa,3,1,0,1,1,-98.18780522,17.65419444
70951,2010,16/09/2010,Oaxaca,Silacayoápam,Selva,Inicial,No,1,Si,Comunal,2450,50,Ladera,Suroeste,SBC,VSaa,4,1,1,1,1,-98.09474967,17.60666667
72069,2010,10/07/2010,Oaxaca,San Juan Tabaá,Bosque,Inicial,No,1,Si,Comunal,1305,60,Ladera,Sureste,BQ,VSA,4,1,1,1,1,-96.22111044,17.31972156
76851,2010,07/06/2010,Oaxaca,San Andres Paxtlan,Bosque,Inicial,No,1,Si,Propiedad Particular,2294,50,Lomerio,Sur,BQP,VSn,4,1,1,1,1,-96.50111111,16.20169444
74360,2010,10/05/2010,Oaxaca,Santo Tomas Jalieza,Bosque,Inicial,No,1,Si,Comunal,1874,40,Barranca,Noreste,BQ,VSA,4,1,1,1,1,-96.61638889,16.83777744
74964,2010,11/05/2010,Oaxaca,San Jeronimo Taviche,Bosque,Inicial,No,1,Si,Comunal,1647,50,Ladera,Noroeste,BQ,VSA,4,1,1,1,1,-96.57502711,16.70083333
69363,2010,20/09/2010,Oaxaca,San Francisco Teopan,Bosque,Reemplazo,No,1,Si,Comunal,2580,70,Ladera,Norte,BQ,VSA,2,1,0,0,1,-97.56705489,17.90736111
72253,2010,14/04/2010,Oaxaca,Santa Catarina Tayata,Bosque,Inicial,No,1,Si,Comunal,2200,40,Lomerio,Sureste,BP,VSn,4,1,1,1,1,-97.53861078,17.31974933
69613,2010,20/08/2010,Oaxaca,Santa Maria Pápalo,Bosque,Inicial,No,1,Si,Comunal,2464,70,Ladera,Suroeste,BM,VSn,3,1,1,1,0,-96.76611111,17.83719411
70986,2010,30/07/2010,Oaxaca,Ixtlan de Juarez,Bosque,Inicial,No,1,Si,Comunal,2598,70,Barranca,Oeste,BM,VSA,2,1,1,0,0,-96.44705522,17.55455556
75568,2010,24/07/2010,Oaxaca,Santa Maria Jalapa del Marqu,Selva,Inicial,No,1,Si,Comunal,768,30,Lomerio,Oeste,SBC,VSn,4,1,1,1,1,-95.59916633,16.52638822
75725,2010,15/05/2010,Oaxaca,San Francisco Sola,Bosque,Inicial,No,1,Si,Comunal,2100,20,Meseta,Norte,BQP,VSn,4,1,1,1,1,-96.90891667,16.53194378
76068,2010,25/04/2010,Oaxaca,Santiago Tetepec,Bosque,Inicial,No,1,Si,Ejidal,837,65,Ladera,Sureste,BQP,VSA,4,1,1,1,1,-97.65944444,16.46561111
77170,2010,11/05/2010,Oaxaca,Santa Catarina Loxicha,Selva,Inicial,No,1,Si,Comunal,851,70,Ladera,Noroeste,SMS,VSaa,3,1,0,1,1,-96.69280522,16.07333267
74532,2010,07/04/2010,Oaxaca,Santa Maria Zacatepec,Bosque,Inicial,No,1,Si,Ejidal,956,70,Barranca,Oeste,BQ,VSA,4,1,1,1,1,-97.929166,16.83416633
76816,2010,29/04/2010,Oaxaca,Santiago Pinotepa Nacional,Selva,Inicial,No,1,Si,Comunal,100,20,Lomerio,Este,SBC,VSA,4,1,1,1,1,-98.13305489,16.25308333
75348,2010,17/05/2010,Oaxaca,Zimatlan de Alvarez,Bosque,Inicial,No,1,Si,Comunal,2023,70,Barranca,Noroeste,BQP,VSA,4,1,1,1,1,-97.09280522,16.62852711
76866,2010,18/06/2010,Oaxaca,Santa Maria Ecatepec,Bosque,Inicial,No,1,Si,Comunal,1109,55,Ladera,Sur,BQ,VSA,4,1,1,1,1,-95.80219444,16.174166
77052,2010,01/05/2010,Oaxaca,Villa de Tututepec de Melcho,Selva,Inicial,No,1,Si,Comunal,616,40,Ladera,Oeste,SMQ,VSaa,4,1,1,1,1,-97.48319378,16.14455522
77352,2010,13/04/2010,Oaxaca,San Gabriel Mixtepec,Selva,Inicial,No,1,Si,Comunal,201,50,Ladera,Noreste,SMS,VSA,4,1,1,1,1,-96.97530489,15.99305522
72089,2010,27/06/2010,Oaxaca,San Juan Mazatlan,Selva,Inicial,No,1,Si,Ejidal,137,30,Lomerio,Oeste,SAP,VSA,4,1,1,1,1,-95.281666,17.28058267
75563,2010,20/06/2010,Oaxaca,San Carlos Yautepec,Bosque,Inaccesible (social),No,0,No,Comunal,NULL,NULL,No aplica,No aplica,NA,VSna,1,1,0,0,0,-95.83277711,16.53638856
72273,2010,17/07/2010,Oaxaca,Nuevo Zoquiapam,Bosque,Reemplazo,No,1,Si,Comunal,2203,20,Lomerio,Este,BQP,VSn,4,1,1,1,1,-96.59827744,17.28888856
70783,2010,05/07/2010,Oaxaca,Santiago Yaveo,Selva,Inicial,No,1,Si,Propiedad Particular,166,20,Ladera,Oeste,SAP,VSaa,4,1,1,1,1,-95.36280556,17.55555556
72487,2010,20/05/2010,Oaxaca,Santa Catarina Lachatao,Bosque,Inicial,No,1,Si,Comunal,2456,30,Lomerio,Sur,BQP,VSaa,4,1,1,1,1,-96.50669444,17.24027744
72074,2010,19/07/2010,Oaxaca,Totontepec Villa de Morelos,Bosque,Inicial,No,1,Si,Comunal,1155,30,Ladera,Norte,BM,VSA,4,1,1,1,1,-95.98605522,17.31052778
72701,2010,19/05/2010,Oaxaca,Santa Maria Yavesia,Bosque,Inicial,No,1,Si,Comunal,2885,50,Lomerio,Este,BQP,VSA,4,1,1,1,1,-96.41463889,17.19177744
77254,2010,20/04/2010,Oaxaca,Santa Catarina Juquila,Selva,Inicial,No,1,Si,Comunal,756,90,Ladera,Sur,SMQ,VSA,2,1,0,1,0,-97.29972189,16.04863856
71417,2010,21/08/2010,Oaxaca,San Miguel Aloápam,Bosque,Inicial,No,1,Si,Comunal,2268,80,Ladera,Noreste,BM,VSn,2,1,1,0,0,-96.73274933,17.47458267
76306,2010,31/05/2010,Oaxaca,San Dionisio del Mar,Selva,Inicial,No,1,Si,Ejidal,89,30,Ladera,Oeste,SBC,VSn,4,1,1,1,1,-94.76808267,16.30780556
71628,2010,27/05/2010,Oaxaca,San Francisco Telixtlahuaca,Bosque,Inicial,No,1,Si,Comunal,2225,30,Ladera,Este,BQ,VSA,4,1,1,1,1,-96.87555489,17.43416633
74602,2010,18/06/2010,Oaxaca,San Miguel Chimalapa,Bosque,Inicial,No,1,Si,Comunal,297,10,Ladera,Noroeste,BP,VSA,4,1,1,1,1,-94.65333333,16.70861111
75740,2010,03/06/2010,Oaxaca,San Carlos Yautepec,Bosque,Inaccesible (social),No,0,No,Comunal,NULL,NULL,No aplica,No aplica,NA,VSna,1,1,0,0,0,-96.20833333,16.50638889
75908,2010,20/05/2010,Oaxaca,San Agustin Amatengo,Bosque,Inicial,No,1,Si,Comunal,2020,40,Ladera,Sureste,BQ,VSA,4,1,1,1,1,-96.81719378,16.48363856
75923,2010,01/06/2010,Oaxaca,San Carlos Yautepec,Bosque,Inicial,No,1,Si,Comunal,1138,60,Ladera,Oeste,BQ,VSaa,3,1,1,1,0,-96.11699933,16.4575
73565,2010,28/06/2010,Oaxaca,Santiago Ixcuintepec,Bosque,Inicial,No,1,Si,Comunal,552,10,Lomerio,Sur,BQP,VSn,4,1,1,1,1,-95.57833267,16.97724933
72891,2010,16/04/2010,Oaxaca,San Agustin Tlacotepec,Bosque,Inicial,No,1,Si,Comunal,1900,40,Lomerio,Suroeste,BPQ,VSA,4,1,1,1,1,-97.49586078,17.18308267
72308,2010,26/06/2010,Oaxaca,San Juan Guichicovi,Selva,Inicial,No,1,Si,Propiedad Federal,469,40,Lomerio,Noreste,SAP,VSaa,4,1,1,1,1,-94.95558333,17.22027711
72467,2010,15/04/2010,Oaxaca,San Miguel Achiutla,Bosque,Inicial,No,1,Si,Comunal,2100,10,Ladera,Suroeste,BQ,VSaa,4,1,1,1,1,-97.44611078,17.27194378
72946,2010,15/06/2010,Oaxaca,Matias Romero,Selva,Inicial,No,1,Si,Propiedad Particular,215,50,Ladera,Oeste,SAP,VSA,4,1,1,1,1,-94.91555556,17.08277711
72263,2010,31/05/2010,Oaxaca,San Jeronimo Sosola,Bosque,Inicial,No,1,Si,Comunal,2068,55,Ladera,Noreste,BQP,VSA,4,1,1,1,1,-97.06861044,17.30502778
71814,2010,14/09/2010,Oaxaca,San Martin Peras,Bosque,Inicial,No,1,Si,Comunal,2340,35,Ladera,Noreste,BQP,VSn,4,1,1,1,1,-98.19416633,17.42833267
71864,2010,20/07/2010,Oaxaca,Santiago Choapam,Bosque,Inicial,No,1,Si,Comunal,789,30,Ladera,Noroeste,BM,VSA,4,1,1,1,1,-95.84336078,17.35
69139,2010,17/08/2010,Oaxaca,San Juan Bautista Cuicatlan,Selva,Inaccesible (social),No,0,No,Comunal,NULL,NULL,No aplica,No aplica,NA,VSna,1,1,0,0,0,-96.95138889,17.93416633
69388,2010,01/08/2010,Oaxaca,San Juan Bautista Valle Naci,Selva,Inicial,No,1,Si,Ejidal,996,50,Lomerio,Noreste,SAP,VSA,4,1,1,1,1,-96.38694411,17.86888822
73165,2010,31/07/2010,Oaxaca,Santa Maria Chimalapa,Selva,Inicial,No,1,Si,Ejidal,366,10,Planicie,Sureste,SAP,VSn,4,1,1,1,1,-94.58974967,17.02172156
73550,2010,11/05/2010,Oaxaca,San Pablo Villa de Mitla,Bosque,Inicial,No,1,Si,Comunal,2363,30,Lomerio,Sureste,BQP,VSA,4,1,1,1,1,-96.28111044,17.00580556
74355,2010,27/04/2010,Oaxaca,Zimatlan de Alvarez,Bosque,Inicial,No,1,Si,Comunal,2041,60,Ladera,Noroeste,BQ,VSA,2,1,1,0,0,-96.85052778,16.845833
73730,2010,27/04/2010,Oaxaca,Chalcatongo de Hidalgo,Bosque,Inicial,No,1,Si,Comunal,2775,30,Lomerio,Suroeste,BP,VSA,4,1,1,1,1,-97.595583,17.00522222
72492,2010,11/07/2010,Oaxaca,Santa Maria Yalina,Bosque,Inicial,No,1,Si,Comunal,1993,60,Barranca,Sureste,BQ,VSn,4,1,1,1,1,-96.27188822,17.23136044
72926,2010,02/07/2010,Oaxaca,Santa Maria Alotepec,Bosque,Inicial,No,1,Si,Comunal,1226,30,Ladera,Sureste,BM,VSA,4,1,1,1,1,-95.85338889,17.12444378
71648,2010,18/07/2010,Oaxaca,Santiago Choapam,Bosque,Inicial,No,1,Si,Comunal,1422,20,Ladera,Norte,BM,VSA,4,1,1,1,1,-95.93527744,17.39891633
73928,2010,16/04/2010,Oaxaca,Putla Villa de Guerrero,Bosque,Inicial,No,1,Si,Ejidal,1083,50,Barranca,Oeste,BQ,VSA,4,1,1,1,1,-97.97194378,16.97083267
75888,2010,27/04/2010,Oaxaca,Santiago Ixtayutla,Bosque,Inicial,No,1,Si,Comunal,1408,45,Ladera,Sureste,BQP,VSn,4,1,1,1,1,-97.75166667,16.51333333
76592,2010,26/05/2010,Oaxaca,Santa Maria Ecatepec,Bosque,Inicial,No,1,Si,Comunal,2048,90,Ladera,Noreste,BQP,VSn,2,1,1,0,0,-95.98472189,16.27163822
72751,2010,29/07/2010,Oaxaca,Santa Maria Chimalapa,Selva,Inicial,No,1,Si,Comunal,221,40,Lomerio,Suroeste,SAP,VSaa,4,1,1,1,1,-94.069166,17.08524967
71222,2010,04/07/2010,Oaxaca,San Juan Lalana,Selva,Reemplazo,No,1,No,Comunal,232,10,Valle,Noroeste,NA,VSna,4,1,1,1,1,-95.88252711,17.48377744
74335,2010,06/04/2010,Oaxaca,San Andres Cabecera Nueva,Bosque,Inicial,No,1,Si,Comunal,904,50,Ladera,Este,BQ,VSA,4,1,1,1,1,-97.78722189,16.87527711
77175,2010,01/06/2010,Oaxaca,San Miguel Suchixtepec,Bosque,Inicial,No,1,Si,Propiedad Federal,2433,50,Barranca,Noreste,BQP,VSA,4,1,1,1,1,-96.46005556,16.06475
74390,2010,18/06/2010,Oaxaca,Santo Domingo Petapa,Selva,Inicial,No,1,Si,Comunal,572,60,Ladera,Noreste,SMQ,VSn,4,1,1,1,1,-95.21222222,16.78027711
72457,2010,18/04/2010,Oaxaca,San Juan Mixtepec - Distr. 0,Bosque,Inicial,No,1,Si,Comunal,2169,60,Ladera,Noreste,BPQ,VSn,4,1,1,1,1,-97.91583333,17.28552744
72482,2010,18/05/2010,Oaxaca,San Juan Bautista Guelache,Bosque,Reemplazo,No,1,Si,Comunal,2300,76,Ladera,Sur,BQ,VSn,2,1,1,0,0,-96.74244411,17.24988856
70285,2010,13/08/2010,Oaxaca,San Miguel Tulancingo,Bosque,Inicial,No,1,Si,Comunal,2325,30,Ladera,Noreste,BQ,VSA,4,1,1,1,1,-97.43111044,17.72333267
70539,2010,06/07/2010,Oaxaca,Ixtlan de Juarez,Selva,Reemplazo,No,1,Si,Comunal,355,90,Bajo,Sur,SAP,VSA,2,1,1,0,0,-96.16119444,17.63599967
75201,2010,30/05/2010,Oaxaca,Juchitán de Zaragoza,Selva,Inicial,No,1,Si,Ejidal,74,0,Planicie,Zenital,SBC,VSaa,4,1,1,1,1,-94.84752744,16.58249933
75533,2010,16/05/2010,Oaxaca,Santo Domingo Teojomulco,Bosque,Inicial,No,1,Si,Comunal,1201,20,Lomerio,Norte,BQP,VSA,4,1,1,1,1,-97.23447189,16.58777744
75558,2010,03/07/2010,Oaxaca,San Carlos Yautepec,Selva,Inicial,No,1,Si,Ejidal,1018,40,Ladera,Oeste,SBC,VSn,4,1,1,1,1,-96.06638889,16.545833
75883,2010,28/04/2010,Oaxaca,San Pedro Atoyac,Selva,Inicial,No,1,Si,Comunal,400,20,Lomerio,Noroeste,SMS,VSA,4,1,1,1,1,-97.98527744,16.51969378
74148,2010,21/07/2010,Oaxaca,San Antonio Huitepec,Bosque,Inicial,No,1,Si,Comunal,1842,20,Ladera,Norte,BQP,VSn,4,1,1,1,1,-97.17677711,16.90202778
74572,2010,18/06/2010,Oaxaca,San Pedro Quiatoni,Bosque,Inicial,No,1,Si,Comunal,2100,30,Lomerio,Sureste,BQP,VSaa,4,1,1,1,1,-96.05669444,16.77127711
74765,2010,08/05/2010,Oaxaca,Yaxe,Bosque,Inicial,No,1,Si,Ejidal,1571,10,Lomerio,Sur,BQ,VSA,4,1,1,1,1,-96.43277711,16.74055522
73948,2010,29/09/2010,Oaxaca,San Miguel Peras,Bosque,Inicial,No,1,Si,Comunal,2287,30,Ladera,Sur,BQP,VSaa,4,1,1,1,1,-97.03474967,16.94247189
68409,2010,25/08/2010,Oaxaca,San Lucas Ojitlan,Selva,Inicial,No,1,Si,Ejidal,380,60,Ladera,Sur,SAP,VSn,2,1,1,0,0,-96.28497189,18.04613856
71207,2010,13/07/2010,Oaxaca,San Pablo Macuiltianguis,Bosque,Inicial,No,1,Si,Comunal,1441,50,Ladera,Noroeste,BQ,VSaa,4,1,1,1,1,-96.58997189,17.51447222
72472,2010,29/05/2010,Oaxaca,Magdalena Jaltepec,Bosque,Inicial,No,1,Si,Comunal,2017,15,Ladera,Noroeste,BQ,VSn,4,1,1,1,1,-97.21111111,17.26444444
76966,2010,02/06/2010,Oaxaca,San Mateo Rio Hondo,Bosque,Inicial,No,1,Si,Comunal,2630,50,Lomerio,Sureste,BPQ,VSaa,4,1,1,1,1,-96.40972222,16.15297222
76577,2010,09/05/2010,Oaxaca,Santa Cruz Xitla,Bosque,Inicial,No,1,Si,Comunal,2201,30,Ladera,Noreste,BQ,VSaa,4,1,1,1,1,-96.68416633,16.29861078
71623,2010,28/05/2010,Oaxaca,Asuncion Nochixtlan,Bosque,Reemplazo,No,1,Si,Comunal,2552,35,Ladera,Este,BQ,VSA,4,1,1,1,1,-97.10775,17.44377744
72084,2010,20/06/2010,Oaxaca,San Juan Cotzocon,Selva,Inicial,No,1,No,Comunal,388,10,Ladera,Sur,NA,VSna,4,1,1,1,1,-95.516666,17.290833
75156,2010,16/05/2010,Oaxaca,Villa Sola de Vega,Bosque,Inicial,No,1,Si,Comunal,2017,10,Planicie,Este,BPQ,VSA,4,1,1,1,1,-96.95055556,16.66902711
72452,2010,15/05/2010,Oaxaca,San Sebastian Tecomaxtlahuac,Bosque,Inicial,No,1,Si,Comunal,2632,30,Ladera,Norte,BPQ,VSA,4,1,1,1,1,-98.15086111,17.29166633
72477,2010,16/05/2010,Oaxaca,Santiago Tenango,Bosque,Inicial,No,1,Si,Comunal,2800,40,Lomerio,Noreste,BPQ,VSaa,3,1,1,0,1,-96.97649933,17.25663889
73530,2010,30/04/2010,Oaxaca,San Miguel Piedras,Bosque,Inicial,No,1,Si,Comunal,2062,20,Ladera,Noreste,BQ,VSn,4,1,1,1,1,-97.21886044,17.03888856
74203,2010,29/07/2010,Oaxaca,Santa Maria Chimalapa,Selva,Inicial,No,1,Si,Ejidal,435,25,Ladera,Noroeste,SAP,VSA,4,1,1,1,1,-94.60197222,16.79638856
70991,2010,10/08/2010,Oaxaca,Santiago Camotlan,Bosque,Inicial,No,1,Si,Propiedad Particular,937,50,Ladera,Oeste,BM,VSaa,4,1,1,1,1,-96.21166667,17.54555522
74537,2010,17/05/2010,Oaxaca,Santa Cruz Itundujia,Bosque,Inicial,No,1,Si,Propiedad Particular,1270,30,Ladera,Sureste,BQP,VSA,4,1,1,1,1,-97.69497189,16.82755489
72881,2010,15/05/2010,Oaxaca,Santiago Juxtlahuaca,Bosque,Inaccesible (social),No,0,No,Comunal,NULL,NULL,No aplica,No aplica,NA,VSna,1,1,0,0,0,-97.96555556,17.19638856
73358,2010,20/07/2010,Oaxaca,San Juan Mazatlan,Bosque,Inicial,No,1,Si,Comunal,453,40,Ladera,Norte,BPQ,VSA,3,1,0,1,1,-95.435583,17.01611111
70080,2010,19/08/2010,Oaxaca,San Juan Bautista Valle Naci,Selva,Reemplazo,No,1,Si,Comunal,180,10,Bajo,Zenital,SAP,VSA,3,1,0,1,1,-96.341333,17.73269378
69393,2010,09/07/2010,Oaxaca,Santa Maria Jacatepec,Selva,Inicial,No,1,Si,Comunal,672,30,Ladera,Este,SAP,VSaa,4,1,1,1,1,-96.15111111,17.85972222
72527,2010,16/06/2010,Oaxaca,Santa Maria Chimalapa,Selva,Inicial,No,1,Si,Ejidal,248,70,Ladera,Sur,SAP,VSA,3,1,1,1,0,-94.62944378,17.15919444
74954,2010,18/07/2010,Oaxaca,San Vicente Lachixio,Bosque,Inicial,No,1,Si,Ejidal,2354,60,Ladera,Norte,BPQ,VSA,4,1,1,1,1,-97.04277744,16.71697156
77294,2010,07/06/2010,Oaxaca,Santo Domingo Tehuantepec,Selva,Inicial,No,1,Si,Ejidal,58,40,Ladera,Suroeste,SBC,VSn,4,1,1,1,1,-95.43805522,15.97802711
74750,2010,02/05/2010,Oaxaca,Zimatlan de Alvarez,Bosque,Inicial,No,1,Si,Comunal,2755,30,Ladera,Sur,BP,VSA,4,1,1,1,1,-97.13472189,16.76527778
74939,2010,18/05/2010,Oaxaca,Santa Cruz Itundujia,Bosque,Inicial,No,1,Si,Comunal,1170,35,Ladera,Noroeste,BPQ,VSA,4,1,1,1,1,-97.744833,16.73886078
75141,2010,26/04/2010,Oaxaca,Santa Cruz Itundujia,Bosque,Inicial,No,1,Si,Comunal,1012,20,Lomerio,Sur,BPQ,VSA,4,1,1,1,1,-97.6525,16.690833
75343,2010,19/05/2010,Oaxaca,Santa Maria Zaniza,Bosque,Inicial,No,1,Si,Comunal,2020,40,Lomerio,Norte,BPQ,VSA,4,1,1,1,1,-97.32638822,16.635833
76316,2010,30/05/2010,Oaxaca,San Pedro Tapanatepec,Selva,Inicial,No,1,Si,Comunal,131,30,Ladera,Oeste,SBC,VSaa,3,1,1,1,0,-94.30219444,16.28416633
71392,2010,27/05/2010,Oaxaca,Tezoatlan de Segura y Luna,Bosque,Reemplazo,No,1,Si,Ejidal,2400,50,Ladera,Sur,BPQ,VSn,4,1,1,1,1,-97.90858333,17.51266667
71212,2010,12/08/2010,Oaxaca,Ixtlan de Juarez,Bosque,Inicial,No,1,Si,Comunal,1609,70,Ladera,Este,BM,VSA,2,1,1,0,0,-96.35477778,17.50583333
69583,2010,19/09/2010,Oaxaca,Mariscala de Juarez,Selva,Inicial,No,1,Si,Propiedad Particular,1400,25,Ladera,Suroeste,SBC,VSaa,4,1,1,1,1,-98.18244378,17.87594378
73745,2010,04/07/2010,Oaxaca,San Pablo Cuatro Venados,Bosque,Inicial,No,1,Si,Comunal,2442,65,Ladera,Noreste,BPQ,VSn,3,1,0,1,1,-96.89252744,16.98277711
70773,2010,05/07/2010,Oaxaca,San Juan Lalana,Selva,Inicial,No,1,No,Ejidal,157,0,Bajo,Zenital,NA,VSna,4,1,1,1,1,-95.833333,17.57555489
73938,2010,28/04/2010,Oaxaca,Chalcatongo de Hidalgo,Bosque,Inicial,No,1,Si,Comunal,2493,50,Barranca,Norte,BQ,VSn,3,1,1,0,1,-97.50430556,16.95841667
74188,2010,23/07/2010,Oaxaca,Santa Maria Guienagati,Bosque,Inicial,No,1,Si,Comunal,774,60,Ladera,Noreste,BM,VSn,3,1,0,1,1,-95.30361111,16.82952711
74213,2010,30/07/2010,Oaxaca,San Miguel Chimalapa,Bosque,Inicial,No,1,Si,Comunal,1100,50,Barranca,Norte,BQ,VSaa,3,1,1,1,0,-94.13413856,16.77224933
74415,2010,29/07/2010,Oaxaca,San Miguel Chimalapa,Bosque,Inicial,No,1,Si,Comunal,1100,50,Barranca,Sur,BP,VSA,4,1,1,1,1,-94.04336078,16.72222156
72736,2010,18/06/2010,Oaxaca,Santa Maria Chimalapa,Selva,Inicial,No,1,Si,Ejidal,110,40,Lomerio,Norte,SAP,VSn,3,1,0,1,1,-94.77255489,17.12113822
73343,2010,27/05/2010,Oaxaca,San Pedro y San Pablo Ayutla,Bosque,Inicial,No,1,Si,Propiedad Particular,2000,20,Lomerio,Noroeste,BQ,VSA,4,1,1,1,1,-96.13861078,17.04555522
74365,2010,09/05/2010,Oaxaca,Santiago Matatlan,Bosque,Inicial,No,1,Si,Comunal,1815,30,Lomerio,Norte,BQ,VSaa,4,1,1,1,1,-96.38222156,16.82888822
74597,2010,02/06/2010,Oaxaca,Asuncion Ixtaltepec,Bosque,Inicial,No,1,Si,Comunal,266,60,Lomerio,Norte,BQP,VSn,4,1,1,1,1,-94.88722189,16.71997156
72936,2010,14/10/2010,Oaxaca,San Juan Mazatlan,Selva,Inaccesible (social),No,0,No,Comunal,NULL,NULL,No aplica,No aplica,NA,VSna,1,1,0,0,0,-95.38444411,17.10416667
76861,2010,27/05/2010,Oaxaca,San Carlos Yautepec,Bosque,Inicial,No,1,Si,Comunal,1632,30,Ladera,Sur,BQ,VSA,4,1,1,1,1,-96.03499967,16.18363856
77072,2010,07/05/2010,Oaxaca,San Mateo Rio Hondo,Bosque,Inicial,No,1,Si,Propiedad Particular,2006,95,Ladera,Norte,BPQ,VSA,1,1,0,0,0,-96.55155556,16.11336111
72502,2010,17/07/2010,Oaxaca,San Juan Cotzocon,Bosque,Inicial,No,1,Si,Comunal,1026,30,Ladera,Sur,BQ,VSn,4,1,1,1,1,-95.80094444,17.21625
71608,2010,17/04/2010,Oaxaca,San Juan Ðumi,Bosque,Inicial,No,1,Si,Comunal,2017,50,Barranca,Noroeste,BQ,VSA,4,1,1,1,1,-97.81638889,17.46333333
73580,2010,22/06/2010,Oaxaca,Matias Romero,Selva,Inicial,No,1,Si,Comunal,233,50,Lomerio,Este,SAP,VSaa,3,1,0,1,1,-94.87555489,16.94527744
74582,2010,15/06/2010,Oaxaca,Santiago Lachiguiri,Bosque,Inicial,No,1,Si,Comunal,891,30,Ladera,Sur,BPQ,VSn,4,1,1,1,1,-95.58861078,16.75166667
73535,2010,15/05/2010,Oaxaca,Santiago Tlazoyaltepec,Bosque,Inicial,No,1,Si,Comunal,2600,20,Ladera,Oeste,BPQ,VSh,4,1,1,1,1,-96.98444411,17.03111044
73110,2010,21/05/2010,Oaxaca,San Juan Tamazola,Bosque,Inicial,No,1,Si,Comunal,2000,20,Lomerio,Este,BPQ,VSA,4,1,1,1,1,-97.16888822,17.12747156
73780,2010,16/06/2010,Oaxaca,Santo Domingo Petapa,Bosque,Inicial,No,1,Si,Comunal,524,90,Barranca,Sur,BQP,VSaa,4,1,1,1,1,-95.25252778,16.91752711
73978,2010,27/06/2010,Oaxaca,San Carlos Yautepec,Bosque,Reemplazo,No,1,Si,Comunal,1095,90,Meseta,Norte,BQP,VSaa,2,1,1,0,0,-95.62813822,16.88966633
70070,2010,22/08/2010,Oaxaca,Santa Maria Pápalo,Bosque,Reemplazo,No,1,Si,Comunal,2480,50,Ladera,Suroeste,BPQ,VSn,3,1,0,1,1,-96.821166,17.74861078
68134,2010,17/08/2010,Oaxaca,Tepelmeme Villa de Morelos,Selva,Reemplazo,No,1,Si,Comunal,1382,60,Barranca,Este,SBC,VSaa,4,1,1,1,1,-97.32069378,18.13044378
70065,2010,11/08/2010,Oaxaca,San Pedro Jocotipac,Selva,Reemplazo,No,1,Si,Ejidal,1536,95,Barranca,Noreste,SBC,VSn,3,1,1,1,0,-97.05480556,17.76041667
70315,2010,06/07/2010,Oaxaca,Santiago Jocotepec,Selva,Inicial,No,1,Si,Comunal,486,80,Barranca,Sur,SAP,VSA,3,1,0,1,1,-96.01755489,17.673666
72941,2010,28/06/2010,Oaxaca,San Juan Guichicovi,Selva,Inicial,No,1,No,Comunal,153,70,Ladera,Noroeste,NA,VSna,4,1,1,1,1,-95.14994411,17.09355522
73570,2010,20/07/2010,Oaxaca,San Juan Mazatlan,Bosque,Inicial,No,1,Si,Comunal,1255,65,Ladera,Norte,BPQ,VSA,4,1,1,1,1,-95.34386078,16.96688822
74370,2010,06/05/2010,Oaxaca,San Pedro Quiatoni,Bosque,Inicial,No,1,Si,Comunal,1211,70,Ladera,Noreste,BQ,VSaa,3,1,1,0,1,-96.148333,16.81999933
75938,2010,23/07/2010,Oaxaca,Santa Maria Jalapa del Marqu,Selva,Inicial,No,1,Si,Comunal,199,40,Lomerio,Oeste,SBC,VSn,4,1,1,1,1,-95.416666,16.42833267
76406,2010,30/04/2010,Oaxaca,Santiago Jamiltepec,Bosque,Reemplazo,No,1,Si,Comunal,1258,40,Ladera,Noroeste,BM,VSA,4,1,1,1,1,-97.70633333,16.37552711
77512,2010,15/05/2010,Oaxaca,Santa Maria Huatulco,Selva,Inicial,No,1,Si,Comunal,356,30,Ladera,Noreste,SMQ,VSA,4,1,1,1,1,-96.32758267,15.87944378
77564,2010,01/05/2010,Oaxaca,Santo Domingo de Morelos,Selva,Inicial,No,1,Si,Comunal,234,10,Lomerio,Zenital,SMS,VSh,4,1,1,1,1,-96.70136111,15.848333
73800,2010,05/08/2010,Oaxaca,Santa Maria Chimalapa,Selva,Inaccesible (social),No,0,No,Ejidal,NULL,NULL,No aplica,No aplica,NA,VSna,1,1,0,0,0,-94.31611111,16.87224933
72681,2010,30/05/2010,Oaxaca,Santiago Tilantongo,Bosque,Inicial,No,1,Si,Comunal,2768,10,Meseta,Noreste,BQ,VSA,4,1,1,1,1,-97.35361111,17.22388822
