"","Conglomerado","cgl_sit_arb","Anio","Estado","Municipio","Formato","Cve_veg_SV","Tipo_veg_SV","Veg_prim_levantada","Veg_sec_levantada","Sitio","Registro","Arbol","NumeroTallos","FormaFuste","TipoTocon","Familia_APG","NombreCientifico_APG","Condicion","NomComun","X","Y","Altitud","Vigor","VigEtapa","DiametroCopa","PosicionCopa","porc_CopaViva","ExposicionLuz","DensidadCopa","TransparenciaCopa","MuerteRegresiva","DiametroBasal","Azimut","distancia","Edad","GrosorCorteza","Long10Anillos","NumAnillos25","Troza1","Troza2","Troza3","Troza4","Troza5","Troza6","Troza7","Troza8","AlturaFusteLimpio","AlturaComercial","Forma_Biologica_1","Danio1","Severidad1","Danio2","Severidad2","Altura_total","Diametro_normal","Area_basal","Area_copa"
"230",64985,"64985_4_11",2013,"Veracruz de Ignacio de la Llave","Texhuacan","Bosque","VSaa/BM","BOSQUE MESOFILO DE MONTANA","BQP","VSA",4,11,10,"NULL","Arbol recto con un fuste","NULL","Altingiaceae","Liquidambar styraciflua","Vivo","Liquidambar","-97.0217771111111","18.6153055555556",1582,"NULL","NULL","3.2","Codominante","55","El arbol recibe la luz completa en la punta y en un cuarto (o dos cuartos sin la punta)","70","35","00","NULL","180","11.2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3.5","0","Arbol","Ausencia de daño","-9999","NULL","NULL",7.8,8.6,"0.0059446923393425","8.042496"
"231",64987,"64987_2_10",2010,"Veracruz de Ignacio de la Llave","Zongolica","Bosque","VSaa/BM","BOSQUE MESOFILO DE MONTANA","BM","VSn",2,10,10,"NULL","NULL","NULL","Onagraceae","Hauya elegans","Vivo","Guayabillo","-96.9263604444445","18.6125277777778",1693,"Bueno","Arbol joven","2.8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.3","1.4","Arbol","NULL","NULL","NULL","NULL",4.6,12.1,"0.0114990421250473","6.157536"
"232",65556,"65556_4_1",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",4,1,1,"NULL","NULL","Tocón madera seca (madera en proceso de descomposición pero aún difícil de desprenderse del suelo)","NULL","ZZ_Desconocido","Tocon sin marca","NULL","-97.0248604444444","18.5248326666667",2193,"Sin vigor","Sin vigor-etapa","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",0.3,10,"NULL","NULL"
"233",64987,"64987_3_13",2010,"Veracruz de Ignacio de la Llave","Zongolica","Bosque","VSaa/BM","BOSQUE MESOFILO DE MONTANA","BM","VSn",3,13,13,"NULL","NULL","NULL","Urticaceae","Urera baccifera","Vivo","Chichicastle","-96.9263882222222","18.6121111111111",1693,"Bueno","Arbol muy joven","4.6","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.2","1.4","Arbusto","NULL","NULL","NULL","NULL",5.1,11.6,"0.0105683430950867","16.619064"
"234",64987,"64987_3_26",2010,"Veracruz de Ignacio de la Llave","Zongolica","Bosque","VSaa/BM","BOSQUE MESOFILO DE MONTANA","BM","VSn",3,26,26,"NULL","NULL","NULL","Onagraceae","Hauya elegans","Vivo","Guayabillo","-96.9263882222222","18.6121111111111",1693,"Bueno","Arbol joven","3.1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.1","1.5","Arbol","NULL","NULL","NULL","NULL",5.1,12.8,"0.0128679939834961","7.547694"
"235",64987,"64987_3_29",2010,"Veracruz de Ignacio de la Llave","Zongolica","Bosque","VSaa/BM","BOSQUE MESOFILO DE MONTANA","BM","VSn",3,29,29,"NULL","NULL","NULL","Onagraceae","Hauya elegans","Vivo","Guayabillo","-96.9263882222222","18.6121111111111",1693,"Bueno","Arbol maduro","4.9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.9","1.9","Arbol","NULL","NULL","NULL","NULL",5.3,14.3,"0.0162860535371338","18.857454"
"236",64987,"64987_3_37",2010,"Veracruz de Ignacio de la Llave","Zongolica","Bosque","VSaa/BM","BOSQUE MESOFILO DE MONTANA","BM","VSn",3,37,37,"NULL","NULL","NULL","Onagraceae","Hauya elegans","Vivo","Guayabillo","-96.9263882222222","18.6121111111111",1693,"Bueno","Arbol maduro","4.9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","7.3","7.3","Arbol","NULL","NULL","NULL","NULL",11.8,32.2,"0.0814334174589295","18.857454"
"237",64987,"64987_4_5",2010,"Veracruz de Ignacio de la Llave","Zongolica","Bosque","VSaa/BM","BOSQUE MESOFILO DE MONTANA","BM","VSn",4,5,5,"NULL","NULL","NULL","Onagraceae","Hauya elegans","Vivo","Guayabillo","-96.9263882222222","18.6121111111111",1693,"Bueno","Arbol joven","3.9","NULL","NULL","NULL","NULL","NULL","NULL","20.1","32","9.3","0","8","NULL","NULL","Troza con diametro menor a 30 cm y mayor a 10 cm","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4.4","2.7","Arbol","NULL","NULL","NULL","NULL",7.8,14.8,"0.0174366645071732","11.945934"
"238",65556,"65556_1_4",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",1,4,4,"NULL","NULL","NULL","Betulaceae","Alnus jorullensis","Vivo","Ailite","-97.0244437777778","18.5249993333333",2193,"Bueno","Arbol muy joven","1.3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3.4","NULL","Arbol","NULL","NULL","NULL","NULL",7.8,8,"0.00502656","1.327326"
"239",65556,"65556_1_6",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",1,6,6,"NULL","NULL","NULL","Betulaceae","Alnus jorullensis","Vivo","Ailite","-97.0244437777778","18.5249993333333",2193,"Bueno","Arbol maduro","3.3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5.9","6.2","Arbol","NULL","NULL","NULL","NULL",11.8,24.7,"0.0479164715601105","8.553006"
"240",65556,"65556_1_7",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",1,7,7,"NULL","NULL","NULL","Betulaceae","Alnus jorullensis","Vivo","Ailite","-97.0244437777778","18.5249993333333",2193,"Pobre","Arbol joven","1.1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.4","1.4","Arbol","NULL","NULL","NULL","NULL",3,12.3,"0.0118823169685158","0.950334"
"241",65556,"65556_3_6",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BQ","VSaa",3,6,6,"NULL","NULL","NULL","Betulaceae","Alnus jorullensis","Vivo","Ailite","-97.0241104444444","18.5247771111111",2193,"Bueno","Arbol muy joven","1.2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.2","NULL","Arbol","NULL","NULL","NULL","NULL",6.6,8.1,"0.00528102935432282","1.130976"
"242",65266,"65266_1_5",2010,"Veracruz de Ignacio de la Llave","Astacinga","Bosque","VSaa/BP","BOSQUE DE PINO","BP","VSA",1,5,5,"NULL","NULL","NULL","Fagaceae","Quercus scytophylla","Vivo","Encino","-97.0702771111111","18.5715826666667",1836,"Bueno","Arbol muy joven","4.1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3.8","3.8","Arbol","NULL","NULL","NULL","NULL",12.1,13.1,"0.0136848092045197","13.202574"
"243",65270,"65270_4_9",2009,"Veracruz de Ignacio de la Llave","Zongolica","Selva","VSaa/SAP","SELVA ALTA PERENNIFOLIA","SAP","VSA",4,9,9,"NULL","NULL","NULL","Burseraceae","Bursera simaruba","Vivo","Mulato","-96.8808048888889","18.5653333333333",320,"Bueno","Arbol joven","3.1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.1","NULL","Arbol","NULL","NULL","NULL","NULL",5,11.8,"0.0109359099535355","7.547694"
"244",65271,"65271_3_2",2010,"Veracruz de Ignacio de la Llave","Tezonapa","Selva","VSA/SAP","SELVA ALTA PERENNIFOLIA","SAP","VSA",3,2,2,"NULL","NULL","NULL","NULL","ZZ_Desconocido","Muerto en pie","NULL","-96.8331104444444","18.5636388888889",320,"Sin vigor","Sin vigor-etapa","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",3.5,9.8,"0.00769770480677949","0.00193437621569254"
"245",65273,"65273_2_4",2012,"Veracruz de Ignacio de la Llave","Tezonapa","Selva","VSA/SAP","SELVA ALTA PERENNIFOLIA","SAP","VSaa",2,4,4,"NULL","Arbol recto con un fuste","NULL","NULL","ZZ_Desconocido","Muerto en pie","NULL","-96.738333","18.5608888888889",308,"NULL","NULL","NULL","No aplica","n/a","No aplica","n/a","n/a","n/a","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","n/a","NULL","NULL",7.3,19.5,"0.029864835","0.00193437621569254"
"246",65273,"65273_3_19",2012,"Veracruz de Ignacio de la Llave","Tezonapa","Selva","VSA/SAP","SELVA ALTA PERENNIFOLIA","SAP","VSaa",3,19,19,"NULL","Arbol recto con un fuste","NULL","Anacardiaceae","Spondias mombin","Vivo","Jobo","-96.7381107777778","18.5603333333333",308,"NULL","NULL","3.1","Codominante","35","El arbol recibe la luz completa en la punta y en un cuarto (o dos cuartos sin la punta)","55","40","00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8.1","NULL","Arbol","Ausencia de daño","n/a","NULL","NULL",10.1,13.1,"0.0136848092045197","7.547694"
"247",64444,"64444_1_18",2012,"Veracruz de Ignacio de la Llave","Tequila","Bosque","VSaa/BM","BOSQUE MESOFILO DE MONTANA","BM","VSA",1,18,18,"NULL","Arbol recto con un fuste","NULL","Fagaceae","Quercus obtusata","Vivo","Encino","-97.0180826666667","18.7058611111111",1245,"NULL","NULL","5.4","Codominante","55","El arbol recibe luz completa en la punta y tres cuartos","45","45","00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.6","3.3","Arbol","Ausencia de daño","n/a","NULL","NULL",7.9,21.7,"0.0373253469874329","22.902264"
"248",64444,"64444_1_5",2012,"Veracruz de Ignacio de la Llave","Tequila","Bosque","VSaa/BM","BOSQUE MESOFILO DE MONTANA","BM","VSA",1,5,5,"NULL","Arbol recto con dos o más fustes","NULL","Fagaceae","Quercus acutifolia","Vivo","Encino","-97.0180826666667","18.7058611111111",1245,"NULL","NULL","1.2","Codominante","55","El arbol recibe luz completa en la punta y dos cuartos (o tres cuartos sin la punta)","55","65","00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.6","0","Arbol","Ausencia de daño","n/a","NULL","NULL",7.4,7.6,"0.00465663636930313","1.130976"
"249",64176,"64176_2_11",2011,"Veracruz de Ignacio de la Llave","Zongolica","Selva","VSA/SAP","SELVA ALTA PERENNIFOLIA","SAP","VSA",2,11,11,"NULL","NULL","NULL","Cannabaceae","Trema micrantha","Vivo","Capulin","-96.9213326666667","18.7483885555556",1293,"Bueno","Arbol joven","5.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5.6","NULL","Arbol","NULL","NULL","NULL","NULL",12.5,13.8,"0.0149571580134567","23.75835"
"250",64176,"64176_3_5",2011,"Veracruz de Ignacio de la Llave","Zongolica","Selva","VSA/SAP","SELVA ALTA PERENNIFOLIA","SAP","VSA",3,5,5,"NULL","NULL","NULL","Malvaceae","Robinsonella mirandae","Vivo","Mujagua blanca","-96.9211382222222","18.7477774444444",1293,"Bueno","Arbol maduro","7.8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.5","NULL","Arbol","NULL","NULL","NULL","NULL",15.6,38.2,"0.114608714177985","47.783736"
"251",64177,"64177_1_17",2012,"Veracruz de Ignacio de la Llave","Tezonapa","Selva","SAP","SELVA ALTA PERENNIFOLIA","SAP","VSaa",1,17,17,"NULL","Arbol recto con un fuste","NULL","Cannabaceae","Trema micrantha","Vivo","Jabalí","-96.8739437777778","18.7462496666667",700,"NULL","NULL","3","Codominante","40","El arbol recibe la luz completa en la punta y en un cuarto (o dos cuartos sin la punta)","35","65","00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4.5","NULL","Arbol","Ausencia de daño","n/a","NULL","NULL",7.6,9.1,"0.00650389794528352","7.0686"
"252",65560,"65560_1_7",2013,"Veracruz de Ignacio de la Llave","Tezonapa","Selva","TA","AGRICULTURA DE TEMPORAL","SAP","VSaa",1,7,5,"NULL","Arbol recto con un fuste","NULL","Meliaceae","Cedrela odorata","Vivo","Cedro","-96.8349996666667","18.5186104444444",172,"NULL","NULL","3.9","Suprimido","35","El arbol recibe la luz completa en la punta o solo en un cuarto","05","90","00","NULL","98","13.8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6.8","NULL","Arbol","Ausencia de daño","-9999","NULL","NULL",13.1,17.1,"0.0229658824246536","11.945934"
"253",65556,"65556_1_18",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",1,18,18,"NULL","NULL","NULL","Pinaceae","Pinus patula","Vivo","Pino blanco","-97.0244437777778","18.5249993333333",2193,"Bueno","Arbol joven","2.2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5","3.3","Arbol","NULL","NULL","NULL","NULL",9.1,13.6,"0.0147411721895393","3.801336"
"254",65556,"65556_2_17",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",2,17,17,"NULL","NULL","NULL","Pinaceae","Pinus patula","Vivo","Pino blanco","-97.024416","18.525416",2193,"Optimo o Maximo","Arbol maduro","3.2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4.3","9.3","Arbol","NULL","NULL","NULL","NULL",16.2,28,"0.06157536","8.042496"
"255",65556,"65556_2_18",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",2,18,18,"NULL","NULL","NULL","Pinaceae","Pinus patula","Vivo","Pino blanco","-97.024416","18.525416",2193,"Optimo o Maximo","Arbol joven","1.4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","6.7","2.1","Arbol","NULL","NULL","NULL","NULL",13.1,11.1,"0.00985205726444092","1.539384"
"256",65556,"65556_2_2",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",2,2,2,"NULL","NULL","NULL","Pinaceae","Pinus patula","Vivo","Pino blanco","-97.024416","18.525416",2193,"Bueno","Arbol joven","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5.1","2.5","Arbol","NULL","NULL","NULL","NULL",10.1,12.5,"0.012271875","3.1416"
"257",65556,"65556_2_4",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",2,4,4,"NULL","NULL","NULL","Pinaceae","Pinus patula","Vivo","Pino blanco","-97.024416","18.525416",2193,"Optimo o Maximo","Arbol joven","2.7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4.7","5.9","Arbol","NULL","NULL","NULL","NULL",11.8,18.5,"0.026880315","5.725566"
"258",65556,"65556_2_46",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",2,46,46,"NULL","NULL","NULL","Pinaceae","Pinus patula","Vivo","Pino blanco","-97.024416","18.525416",2193,"Muy pobre","Arbol muy joven","1.2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3.8","NULL","Arbol","NULL","NULL","NULL","NULL",7.5,9.8,"0.0075429818936142","1.130976"
"259",65556,"65556_2_49",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",2,49,49,"NULL","NULL","NULL","Pinaceae","Pinus patula","Vivo","Pino blanco","-97.024416","18.525416",2193,"Bueno","Arbol joven","1.4","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","5.2","1.5","Arbol","NULL","NULL","NULL","NULL",8.8,10.8,"0.00933133674685823","1.539384"
"260",65556,"65556_2_57",2009,"Veracruz de Ignacio de la Llave","Tehuipango","Bosque","TA","AGRICULTURA DE TEMPORAL","BPQ","VSaa",2,57,57,"NULL","NULL","NULL","Pinaceae","Pinus patula","Vivo","Pino blanco","-97.024416","18.525416",2193,"Optimo o Maximo","Arbol joven","2.4","NULL","NULL","NULL","NULL","NULL","NULL","22.8","347","1.7","18","30","36","7","Troza con diametro menor a 30 cm y mayor a 10 cm","Troza con diametro menor a 30 cm y mayor a 10 cm","NULL","NULL","NULL","NULL","NULL","NULL","6.8","6.8","Arbol","NULL","NULL","NULL","NULL",13.3,20.7,"0.0336536070807404","4.523904"
"261",64439,"64439_3_12",2012,"Veracruz de Ignacio de la Llave","Acultzingo","Bosque","VSaa/BQ","BOSQUE DE ENCINO","BQ","VSA",3,12,12,"NULL","Arbol recto con un fuste","NULL","Fagaceae","Quercus laeta","Vivo","Encino blanco","-97.2538055555556","18.7133333333333",1981,"NULL","NULL","1.7","Codominante","25","Arboles que no reciben luz porque se encuentran sombreados por otros arboles  parras  trepadoras u otra vegetacion  arboles que no tienen copa por definicion ","55","50","00","14.6","56","5.1","0","18","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.4","2.4","Arbol","Roedores","n/a","NULL","NULL",8,12.6,"0.0124690111550079","2.269806"
"262",64439,"64439_3_46",2012,"Veracruz de Ignacio de la Llave","Acultzingo","Bosque","VSaa/BQ","BOSQUE DE ENCINO","BQ","VSA",3,46,46,"NULL","Arbol recto con un fuste","NULL","Fagaceae","Quercus laeta","Vivo","Encino blanco","-97.2538055555556","18.7133333333333",1981,"NULL","NULL","1.2","Codominante","95","El arbol recibe la luz completa en la punta y en un cuarto (o dos cuartos sin la punta)","45","65","00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.5","0","Arbol","NULL","10","Roedores","n/a",6.8,8.8,"0.00608213786365357","1.130976"
"263",64439,"64439_4_1",2012,"Veracruz de Ignacio de la Llave","Acultzingo","Bosque","VSaa/BQ","BOSQUE DE ENCINO","BQ","VSA",4,1,1,"NULL","Arbol recto con un fuste","NULL","Fagaceae","Quercus obtusata","Vivo","Encino","-97.2545833333333","18.7134444444444",1981,"NULL","NULL","10","Suprimido","30","Arboles que no reciben luz porque se encuentran sombreados por otros arboles  parras  trepadoras u otra vegetacion  arboles que no tienen copa por definicion ","65","45","00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.3","0","Arbol","Roedores","n/a","NULL","NULL",4.4,8,"0.00502656","78.54"
"264",65271,"65271_4_1",2010,"Veracruz de Ignacio de la Llave","Tezonapa","Selva","VSA/SAP","SELVA ALTA PERENNIFOLIA","SAP","VSA",4,1,1,"NULL","NULL","NULL","Meliaceae","Cedrela odorata","Vivo","Cedro","-96.833583","18.5636666666667",320,"Bueno","Arbol joven","2.2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","3.1","NULL","Arbol","NULL","NULL","NULL","NULL",4.9,9.1,"0.00664762532436219","3.801336"
"265",65273,"65273_1_8",2012,"Veracruz de Ignacio de la Llave","Tezonapa","Selva","VSA/SAP","SELVA ALTA PERENNIFOLIA","SAP","VSaa",1,8,8,"NULL","Arbol recto con un fuste","NULL","Meliaceae","Cedrela odorata","Vivo","Cedro","-96.738333","18.5605555555556",308,"NULL","NULL","5.8","Codominante","30","Arboles que no reciben luz porque se encuentran sombreados por otros arboles  parras  trepadoras u otra vegetacion  arboles que no tienen copa por definicion ","35","55","00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11.7","NULL","Arbol","Ausencia de daño","n/a","NULL","NULL",15.8,29.5,"0.068349435","26.420856"
"266",64177,"64177_3_30",2012,"Veracruz de Ignacio de la Llave","Tezonapa","Selva","SAP","SELVA ALTA PERENNIFOLIA","SAP","VSaa",3,30,30,"NULL","Arbol recto con un fuste","NULL","Fabaceae","Andira inermis","Vivo","Tololote","-96.8736937777778","18.7459996666667",700,"NULL","NULL","2.5","Codominante","40","El arbol recibe la luz completa en la punta y en un cuarto (o dos cuartos sin la punta)","45","55","00","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.8","NULL","Arbol","Ausencia de daño","n/a","NULL","NULL",6,12.5,"0.012271875","4.90875"
"267",64710,"64710_4_8",2011,"Veracruz de Ignacio de la Llave","Soledad Atzompa","Bosque","VSA/BPQ","BOSQUE DE PINO-ENCINO","BP","VSA",4,8,8,"NULL","NULL","NULL","Pinaceae","Abies religiosa","Vivo","Oyamel","-97.2098333333333","18.6668048888889",2808,"Bueno","Arbol joven","4.5","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.9","6.5","Arbol","NULL","NULL","NULL","NULL",11.1,19.8,"0.0311026242075668","15.90435"
"268",64712,"64712_3_11",2013,"Veracruz de Ignacio de la Llave","Atlahuilco","Bosque","VSA/BP","BOSQUE DE PINO","BQP","VSna",3,11,10,"NULL","Arbol recto con un fuste","NULL","Fagaceae","Quercus glabrescens","Vivo","Encino","-97.1140555555556","18.6636388888889",2272,"NULL","NULL","2.7","Suprimido","50","Arboles que no reciben luz porque se encuentran sombreados por otros arboles  parras  trepadoras u otra vegetacion  arboles que no tienen copa por definicion ","35","40","00","NULL","201","8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1.4","0","Arbol","Ausencia de daño","-9999","NULL","NULL",6.1,8.3,"0.00554178189666139","5.725566"
"269",64712,"64712_3_15",2013,"Veracruz de Ignacio de la Llave","Atlahuilco","Bosque","VSA/BP","BOSQUE DE PINO","BQP","VSna",3,15,14,"NULL","Arbol recto con un fuste","NULL","Fagaceae","Quercus glabrescens","Vivo","Encino","-97.1140555555556","18.6636388888889",2272,"NULL","NULL","3.1","Suprimido","70","El arbol recibe la luz completa en la punta o solo en un cuarto","25","55","00","NULL","242","6.8","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.4","1.4","Arbol","Ausencia de daño","-9999","NULL","NULL",7,11.5,"0.010386915","7.547694"
"270",64712,"64712_3_16",2013,"Veracruz de Ignacio de la Llave","Atlahuilco","Bosque","VSA/BP","BOSQUE DE PINO","BQP","VSna",3,16,15,"NULL","Arbol recto con un fuste","NULL","Pinaceae","Pinus pseudostrobus","Vivo","Pino","-97.1140555555556","18.6636388888889",2272,"NULL","NULL","7.8","Codominante","90","El arbol recibe luz completa en la punta y dos cuartos (o tres cuartos sin la punta)","70","30","00","39.6","278","5.5","40","27","13","14","Troza con diametro menor a 30 cm y mayor a 10 cm","Troza con diametro menor a 30 cm y mayor a 10 cm","NULL","NULL","NULL","NULL","NULL","NULL","1.7","6.9","Arbol","Psittacanthus spp.","05","NULL","NULL",10.1,34.7,"0.09511507742948","47.783736"
"271",64712,"64712_3_6",2013,"Veracruz de Ignacio de la Llave","Atlahuilco","Bosque","VSA/BP","BOSQUE DE PINO","BQP","VSna",3,6,5,"NULL","Arbol recto con un fuste","NULL","Pinaceae","Pinus pseudostrobus","Vivo","Pino","-97.1140555555556","18.6636388888889",2272,"NULL","NULL","6.8","Codominante","65","El arbol recibe luz completa en la punta y tres cuartos","60","25","00","39.4","104","4.4","39","18","19","15","Troza con diametro menor a 30 cm y mayor a 10 cm","Troza con diametro menor a 30 cm y mayor a 10 cm","NULL","NULL","NULL","NULL","NULL","NULL","3","7.3","Arbol","Ausencia de daño","-9999","NULL","NULL",11.8,34.5,"0.093482235","36.316896"
"272",64712,"64712_3_9",2013,"Veracruz de Ignacio de la Llave","Atlahuilco","Bosque","VSA/BP","BOSQUE DE PINO","BQP","VSna",3,9,8,"NULL","Arbol recto con un fuste","NULL","Fagaceae","Quercus glabrescens","Vivo","Encino","-97.1140555555556","18.6636388888889",2272,"NULL","NULL","2.9","Suprimido","50","Arboles que no reciben luz porque se encuentran sombreados por otros arboles  parras  trepadoras u otra vegetacion  arboles que no tienen copa por definicion ","35","30","00","NULL","199","7.7","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","2.1","0","Arbol","Ausencia de daño","-9999","NULL","NULL",5.8,9.6,"0.00738982830938187","6.605214"
